number,name,name_object,date,author,address,district,protection_category,base,note,lat,lon
6522,Федоровский городок,Здание офицерского собрания,1911-1912; 1967 (разобрано),арх. В.А. Покровский,"г. Пушкин, Академический пр., 27, лит. А",Пушкинский,Объект культурного наследия регионального значения,Постановление Совета Министров РСФСР № 1327 (прил. 2) от 30.08.1960,,,
6523,Александровский парк,Собор Федоровский,1909-1912,"арх. Покровский В.А., арх. Померанцев В.А., худ. Емельянов Н.С., мозаичист Фролов В.А.","г. Пушкин, Академический пр., 32, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6524,Александровский парк,Александровский парк,1718-1720; 1742-1761; 1792-1811; 1817-1820,"садовый мастер Розен Я.; арх. Земцов М.Г., Чевакинский С.И., Растрелли Ф.Б.; арх. Неелов И.В., Кваренги Д.; арх. Менелас А.А., Гесте В.И.","г. Пушкин, Дворцовая ул., 2",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6525,Александровский парк,Дворец Александровский (со статуями),1792-1796; 1826-1827; 1896-1898,"арх. Кваренги Д.; арх. Стасов В.П.; арх. Мельцер Р.Ф., арх. Данини С.А.","г. Пушкин, Дворцовая ул., 2, пейзажная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6526,Александровский парк,"Павильон ""Детский домик"" с террасой и двумя пристанями (перекидными мостами)",1827-1830,арх. Горностаев В.М.,"г. Пушкин, Детский остров, на Детском пруду",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6527,Александровский парк,Оранжереи (шесть корпусов),1785; 1819-1830; 1883-1884,арх. Менелас А.А.,"г. Пушкин, близ ""Китайской деревни""",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6528,Александровский парк,Грот-родник,19 в. нач.; 19 в. кон.,арх.Данини С.А.,"г. Пушкин, близ Арсенала",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6529,Александровский парк,"Павильон ""Шапель""",1825-1828,"арх. Менелас А.А., ск. Демут-Малиновский В.И.","г. Пушкин, близ Китайской деревни",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6530,Александровский парк,Грот,1828,арх. Менелас А.А.,"г. Пушкин, близ Шапели",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6531,Александровский парк,Ворота Кухонные,1906,арх. Данини С.А.,"г. Пушкин, вход в парк с Дворцовой ул.",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6532,Александровский парк,Канал Виттоловский с протокой,1749; 1770-е; 1820-е,инж. Островский П.; инж. Поздеев П.; арх. Менелас А.А.,"г. Пушкин, между Башней-руиной и р.Кузьминкой",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6533,Александровский парк,Плотина (Большой каскад),1795-1796; 1817,инж. Толь П.; арх. Менелас А.А.,"г. Пушкин, между Детским и Фасадным прудами",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6534,Александровский парк,Плотина (верхняя),18 в. сер.,,"г. Пушкин, на Кухонном пруду",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6535,Александровский парк,Плотина (нижняя),1795-1797,инж.фон Толь П.,"г. Пушкин, на Кухонном пруду",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6536,Александровский парк,Плотина (нижняя),1795-1797,инж.фон Толь П.,"г. Пушкин, на Фасадном пруду",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6537,Александровский парк,Мост со шлюзом,19 в.кон.,,"г. Пушкин, на выходе из Крестового канала в Детский пруд",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6538,Александровский парк,Мост Косой (остатки),"19 в. нач., 1890-е","арх. Видов А.Ф.,  арх.Данини С.А.","г. Пушкин, на протоке из пруда ""Озерки""",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6539,Александровский парк,Плотина Александровская,"1820-е, 1899",арх. Данини С.А.,"г. Пушкин, на р. Кузьминке",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6540,Александровский парк,Пруд Большой Ламский (Звериночный),"1722, 1820-е",,"г. Пушкин, на р. Кузьминке",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6541,Александровский парк,Пруд Верхне-Ламский,1820-е,,"г. Пушкин, на р. Кузьминке",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6542,Александровский парк,Пруд Нижне-Ламский,1820-е,,"г. Пушкин, на р. Кузьминке",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6543,Александровский парк,Белая башня,1821-1827,арх. Менелас А.А.,"г. Пушкин, пейзажная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6544,Александровский парк,Ворота-руины у Белой башни,1824-1826,арх. Менелас А.А.,"г. Пушкин, пейзажная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6545,Александровский парк,"Павильон ""Арсенал"" (""Монбижу"")",1747-1750; 1819-1834,"арх. Растрелли Б.Ф.; арх. Чевакинский С.И.; арх. Менелас А.А., арх. Тон А.А.","г. Пушкин, пейзажная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6546,Александровский парк,Павильон для лам,1820-1822,арх. Менелас А.А.,"г. Пушкин, пейзажная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6547,Александровский парк,"Статуя ""Юноша, играющий в бабки""","1835, 1838",ск. Пименов С.С.,"г. Пушкин, пейзажная часть парка перед колоннадой дворца",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6548,Александровский парк,"Статуя ""Юноша, играющий в свайку""","1836, 1838",ск. Логановский А.В.,"г. Пушкин, пейзажная часть парка перед колоннадой дворца",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6549,Александровский парк,Кухни (Кухонный флигель),1794-1796; 1860; 1907,арх. Кваренги Д.; арх. Видов А.Ф.; арх. Данини С.А.,"г. Пушкин, пейзажная часть парка, Дворцовая ул., 2",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6550,Александровский парк,Бастион Зверинец юго-восточный со рвом (остатки),1750-1752,"инж. Островский П., арх. Растрелли Ф.Б.","г. Пушкин, пейзажная часть парка, вокруг Белой башни",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6551,Александровский парк,Ворота Александровские,1820-е; 1846,арх. Менелас А.А.,"г. Пушкин, пейзажная часть парка, дорога на Александровку",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6552,Александровский парк,"Ворота Красносельские (""Слоновые"")-караулки",1823-1826; 1846,арх. Менелас А.А.,"г. Пушкин, пейзажная часть парка, дорога на Александровку",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6553,Александровский парк,Пруд Фасадный с плотиной,1790-е,,"г. Пушкин, перед северным фасадом дворца",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6554,Александровский парк,Мосты металлические (два),1796,арх. Шпекле К.,"г. Пушкин, пруд ""Озерки""",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6555,Александровский парк,Мост Металлический,1796,арх. Кваренги Д.,"г. Пушкин, пруд ""Озерки""",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6556,Александровский парк,Пруд Виттоловский Шапельный,1823-1824,арх.Менелас А.А.,"г. Пушкин, расширение Виттоловского канала",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6557,Александровский парк,Канал Крестовый,1748-1749,"инж. Островский П., садовый мастер Шредер Ф.И.","г. Пушкин, регулярная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6558,Александровский парк,Китайский театр,1778-1779; 1908-1909,"арх. Ринальди А., арх. Неелов И.В.; арх. Данини С.А.","г. Пушкин, регулярная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6559,Александровский парк,"Пруд ""Озерки""",1770-е,садовый мастер Буш Джон,"г. Пушкин, регулярная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6560,Александровский парк,Ферма,1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6561,Ферма,Дом смотрителя,1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6562,Ферма,Коровник,1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6563,Ферма,Корпус Высочайшего присутствия,1818-1822,арх. Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6564,Ферма,Павильон молочный,1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6565,Ферма,Ограда с двумя воротами,1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6566,Ферма,Фермский парк с четырьмя прудами и гидротехническими сооружениями,1810; 1817; 1818-1822; 20 в. нач.,садовый мастер Буш Джозеф; арх. Гесте В.И.; арх. Менелис А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6567,Ферма,Корпуса хозяйственные (три),1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6568,Ферма,Флигели боковые одноэтажные (два),1818-1822,Менелас А.А.,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6569,Александровский парк,Ратная палата,1913-1918,"арх. Сидорчук С.Ю., худ. Пашков Н.М.","г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6570,Александровский парк,Скамьи металлические,18-19 вв.,,"г. Пушкин, северо-восточная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6571,Александровский парк,"Павильон ""Малая Шапель""",1845; 1940 (разрушен),"арх. Штакеншнейдер А.И., ск. Витали И.П.","г. Пушкин, северо-западная часть парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6572,Александровский парк,Китайская деревня,1782-1798; 1817-1822,"арх. Ринальди А., арх. Неелов В.И., строитель Камерон Ч.; арх. Стасов В.П., арх. Брандуков Ф.Д.","г. Пушкин, у Подкапризовой дороги",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6573,Китайская деревня,Дома жилые (двенадцать),1782-1798; 1817-1822,"арх. Ринальди А., арх. Неелов В.И., строитель Камерон Ч.; арх. Стасов В.П., арх. Брандуков Ф.Д.","г. Пушкин, у Подкапризовой дороги",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6574,Китайская деревня,Мосты (два),1820-е; 19 в. кон.,арх. Менелас А.А.,"г. Пушкин, у Подкапризовой дороги",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6575,Китайская деревня,Ротонда,1782-1798; 1817-1822,"арх. Ринальди А., арх. Неелов В.И., строитель Камерон Ч.; арх. Стасов В.П., арх. Брандуков Ф.Д.","г. Пушкин, у Подкапризовой дороги",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6576,Александровский парк,Конюшни пенсионерские,1827-1829,арх. Менелас А.А.,"г. Пушкин, у северной границы парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6577,Александровский парк,Мост Большой Ламский,1822; 1890-е,арх. Менелас А.А.; арх.Видов А.Ф.,"г. Пушкин, через Большой Ламской пруд",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6578,Александровский парк,Мост Малый (Верхний) Ламский,19 в.нач.; 1900-е,арх. Данини С.А.,"г. Пушкин, через Верхне-Ламской пруд",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6579,Александровский парк,Мост Каменный,1773; 1780-1783,"арх. Неелов В.И.; арх. Неелов И.В., инж. Герард И.К.","г. Пушкин, через Виттоловский канал, на Подкапризовой дороге",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6580,Александровский парк,Мост Каменный,1823-1824; 1880-е,арх. Менелас А.А.; арх. Видов А.Ф.,"г. Пушкин, через Виттоловский канал, на Сиреневой аллее",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6581,Александровский парк,Мост Металлический,1824; 1900-е (типовой проект),арх. Менелас А.А.,"г. Пушкин, через Виттоловскую протоку",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6582,Александровский парк,Мосты металлические (два),20 в.нач.,,"г. Пушкин, через Крестовый канал",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6583,Александровский парк,Мост Китайский с драконами,1784-1786; 1860,"арх. Камерон Ч.; ск. Шварц П.И., арх. Монигетти И.А.","г. Пушкин, через Крестовый канал",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6584,Александровский парк,Мост Китайский Большой со статуями китайцев,1784-1786; 1860; 1940-е (утрачены статуи китайцев),"арх. Камерон Ч.; ск. Шварц П.И., арх. Монигетти И.А.","г. Пушкин, через Крестовый канал",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6585,Александровский парк,Мост Крестовый с беседкой,1776-1779,"строитель арх. Неелов В.И., строитель арх. Неелов И.В.","г. Пушкин, через Крестовый канал",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6586,Александровский парк,Мостик Висячий (Трясучий),1825,арх. Менелас А.А.,"г. Пушкин, через Крестовый канал",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6587,Александровский парк,Мосты Китайские Малые (два),1781-1782; 1787,арх. Камерон Ч.; арх. Шпекле К.,"г. Пушкин, через Крестовый канал, у Китайской деревни",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6588,Александровский парк,Мост Нижний Ламский с плотиной,1722; 19 в. кон.-20 в. нач.,арх. Данини С.А.,"г. Пушкин, через р. Кузьминку у Нижне-Ламского пруда",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6589,Александровский парк,Мост на Столбовой дороге,"18 в. кон., 1820-е, 1910",арх. Данини С.А.,"г. Пушкин, через р. Кузьминку, дорога в Александровку",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6590,Александровский парк,Мост Руинный,1820,арх. Менелас А.А.,"г. Пушкин, через ров, перед воротами ""Руины"", у Белой башни",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6591,Александровский парк,Пруд Кухонный,1790-е,,"г. Пушкин, юго-восточнее дворца",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6592,Александровский парк,Пруд Детский с островом,1790-е,,"г. Пушкин, юго-западнее дворца",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6593,,Екатерининский дворец и парк,,,"г. Пушкин, Екатерининский парк, Парковая ул., Садовая ул., 7",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6594,Екатерининский дворец и парк,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)",1809,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6595,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Аполлон Бельведерский""",1854,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6596,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Римский оратор""",1850-е,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6597,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Силен с ребенком Дионисом""",1850-е,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6598,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Антиной""",1851,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6599,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Апоксиомен""",1852,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6600,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Аполлино""",1853,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6601,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Артемида""",1850,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6602,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Венера Медицейская""",1853,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6603,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Венера с амуром"" (Капуанская)",1851,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6604,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Венера Таврическая""",1853,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6605,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Дискобол""",1848,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6606,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Менада""",1850,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6607,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Нимфа""",1852,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6608,"Гранитная терраса (""Терраса Руска"") со статуями (копии с античных оригиналов)","Статуя ""Фавн с козленком""",1853,"арх. Гамбургер И., арх. Руска Л.И.","г. Пушкин, Рамповая аллея",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6609,Екатерининский дворец и парк,Екатерининский дворец (Большой),18 в.; 19 в.,"арх.Браунштейн И.Ф.,арх.Квасов А.В.,Чевакинский С.,арх.Растрелли Ф.Б.,инж.Герард И.К.,арх.Неелов В.И.,арх.Ринальди А.,арх.Неелов И.В.,арх.Камерон Ч.,арх.Кваренги Д.;арх.Стасов В.П.,арх.Руска Л.И.","г. Пушкин, Садовая ул., 7",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6610,Екатерининский дворец (Большой),Корпуса служебные (кухонные) (два),1775-1776,арх. Неелов В.И.,"г. Пушкин, Екатерининский дворец, юго-западнее циркумференций",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6611,Екатерининский дворец (Большой),Циркумференции дворца (две),1744-1745; 1752-1756,арх. Квасов А.В.; арх. Растрелли Б.Ф.,"г. Пушкин, Парадный двор, Садовая ул., 7",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6612,Екатерининский дворец (Большой),Дворец,18 в.; 19 в.,"арх.Браунштейн И.Ф.,арх.Квасов А.В.,Чевакинский С.,арх.Растрелли Ф.Б.,инж.Герард И.К.,арх.Неелов В.И.,арх.Ринальди А.,арх.Неелов И.В.,арх.Камерон Ч.,арх.Кваренги Д.;арх.Стасов В.П.,арх.Руска Л.И.","г. Пушкин, Садовая ул., 7",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6613,Екатерининский дворец (Большой),Ограда с воротами,1744-1745; 1752-1756,арх. Квасов А.В.; арх. Растрелли Б.Ф.,"г. Пушкин, Садовая ул., парадный двор дворца",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6614,Екатерининский дворец (Большой),"Статуя ""Давид""",18 в.нач.,ск. Тарсиа А.,"г. Пушкин, портик дворца со стороны парадного двора",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6615,Екатерининский дворец (Большой),"Статуя ""Марс""",18 в.нач.,ск. Тарсиа А.,"г. Пушкин, портик дворца со стороны парадного двора",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6616,Екатерининский дворец (Большой),"Статуя ""Сивилла Персидская""",18 в.нач.,ск. Зорзони Д.,"г. Пушкин, портик дворца со стороны парадного двора",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6617,Екатерининский дворец (Большой),"Статуя ""Слава""",18 в.нач.,ск. Альвизе а Сан Моизе (Тальяпьетра),"г. Пушкин, портик дворца со стороны парадного двора",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6618,Екатерининский дворец (Большой),"Статуя ""Иола""",18 в.нач.,ск. Тарсиа А.,"г. Пушкин, портик дворца со стороны парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6619,Екатерининский дворец (Большой),"Статуя ""Любовь к Родине""",18 в.нач.,ск. Модоло Б.,"г. Пушкин, портик дворца со стороны парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6620,Екатерининский дворец (Большой),"Cтатуя ""Мудрость, попирающая порок""",18 в. нач.,ск.Модоло Б.,"г. Пушкин, портик дворца со стороны парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6621,Екатерининский дворец (Большой),"Статуя ""Сивилла Ливийская""",18 в.нач.; 1719,"ск. Бонацца Д., ск. Бонацца Т.","г. Пушкин, портик дворца со стороны парка",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
6622,Екатерининский дворец и парк,Парк Екатерининский,1717-1720-е; 1742-1761; 1762-1796; 19 в.,"садовый мастер Роозен Я., садовый мастер Фохт И.","г. Пушкин, Садовая ул., Парковая ул.",Пушкинский,Объект культурного наследия федерального значения,Постановление Правительства РФ № 527 от 10.07.2001,,,
